Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
4.049,7.055,345.002,270.968,50.831,24.327,2,3,3,3,3,3,Unpolluted
3.748,6.918,372.307,243.011,33.236,24.62,1,3,3,3,2,3,Polluted
3.881,7.138,399.62,249.462,50.831,23.545,1,3,3,3,3,3,Polluted
4.049,7.22,107.01,279.57,50.831,24.327,2,3,2,3,3,3,Polluted
4.146,7,79.754,1567.742,50.831,23.838,2,3,2,1,3,3,Polluted
4.533,6.973,52.441,1488.172,46.921,23.251,2,3,2,4,2,3,Polluted
4.854,6.973,25.249,1589.247,54.741,23.545,2,3,2,1,3,3,Polluted
4.743,7.22,1.893,873.118,50.831,23.642,2,3,1,4,3,3,Polluted
4.965,7.11,29.215,279.57,50.831,23.154,2,3,2,3,3,3,Polluted
4.909,6.973,56.642,597.85,50.831,23.154,2,3,2,4,3,3,Polluted
4.454,7.165,83.964,406.452,54.741,24.033,2,3,2,3,3,3,Polluted
4.633,6.973,111.025,245.161,50.831,23.545,2,3,2,3,3,3,Polluted
4.478,7.028,138.2,933.333,50.831,23.936,2,3,2,4,3,3,Polluted
3.997,6.973,165.432,260.215,54.741,24.815,1,3,2,3,3,3,Polluted
4.633,6.973,192.762,270.968,50.831,23.936,2,3,2,3,3,3,Polluted
3.8,7.138,220.067,266.667,50.831,24.718,1,3,2,3,3,3,Polluted
4.153,6.973,247.429,1544.086,54.741,24.62,2,3,2,1,3,3,Polluted
3.905,7.028,274.718,1587.097,54.741,25.011,1,3,2,1,3,3,Polluted
3.945,6.973,302.015,843.011,46.921,24.424,1,3,3,4,2,3,Polluted
3.936,7.055,329.337,255.914,54.741,23.154,1,3,3,3,3,3,Polluted
4.423,6.973,356.781,703.226,54.741,23.251,2,3,3,4,3,3,Unpolluted
4.718,6.973,384.111,716.129,54.741,22.567,2,3,3,4,3,3,Unpolluted
4.854,7.055,122.545,283.871,50.831,23.251,2,3,2,3,3,3,Polluted
4.688,6.918,95.166,270.968,50.831,23.447,2,3,2,3,3,3,Polluted
3.8,7.138,68.081,1572.043,50.831,24.033,1,3,2,1,3,3,Polluted
4.153,6.973,40.719,279.57,46.921,24.327,2,3,2,3,2,3,Polluted
4.101,6.973,13.421,273.118,50.831,24.62,2,3,1,3,3,3,Polluted
4.558,7.22,13.851,1548.387,41.056,24.913,2,3,1,1,2,3,Polluted
4.35,6.918,41.23,264.516,37.146,24.327,2,3,2,3,2,3,Polluted
4.402,6.918,68.495,1365.591,50.831,24.815,2,3,2,4,3,3,Polluted
4.153,6.973,95.8,260.215,44.966,24.522,2,3,2,3,2,3,Polluted
4.051,7,123.113,1593.548,46.921,25.206,2,3,2,1,2,3,Polluted
3.661,6.973,150.419,845.161,41.056,25.304,1,3,2,4,2,3,Polluted
4.002,7.165,177.748,483.871,41.056,25.011,2,3,2,3,2,3,Polluted
3.524,6.973,205.013,1075.269,44.966,25.402,1,3,2,4,2,3,Polluted
3.573,7,232.375,258.065,33.236,25.011,1,3,2,3,2,3,Polluted
3.945,6.918,259.664,277.419,54.741,24.913,1,3,2,3,3,3,Polluted
4.153,6.973,286.896,258.065,37.146,24.522,2,3,2,3,2,3,Polluted
3.696,7.028,314.21,989.247,41.056,24.327,1,3,3,4,2,3,Polluted
4.533,7.028,341.483,1559.14,46.921,23.642,2,3,3,1,2,3,Polluted
4.533,6.973,368.706,855.914,50.831,23.545,2,3,3,4,3,3,Unpolluted
4.478,6.973,396.02,273.118,46.921,23.154,2,3,3,3,2,3,Unpolluted
4.633,7,110.635,1559.14,46.921,23.154,2,3,2,1,2,3,Polluted
4.799,6.973,83.265,251.613,54.741,23.349,2,3,2,3,3,3,Polluted
4.146,6.973,55.805,1593.548,33.236,23.251,2,3,2,1,2,3,Polluted
5.002,6.973,28.483,1572.043,50.831,22.274,2,3,2,1,3,3,Polluted
4.943,7.055,1.137,286.022,54.741,22.176,2,3,1,3,3,3,Polluted
5.175,6.973,26.193,264.516,33.236,21.687,2,3,2,3,2,3,Polluted
3.936,7.193,53.547,1563.441,46.921,23.056,1,3,2,1,2,3,Polluted
4.943,6.973,80.917,1584.946,50.831,22.763,2,3,2,1,3,3,Polluted
4.943,6.973,108.263,270.968,50.831,22.958,2,3,2,3,3,3,Polluted
4.047,6.973,135.544,1572.043,50.831,23.838,2,3,2,1,3,3,Polluted
4.153,7,162.931,275.269,54.741,24.229,2,3,2,3,3,3,Polluted
4.35,7,190.187,1572.043,50.831,24.62,2,3,2,1,3,3,Polluted
4.402,7.165,217.305,1569.892,41.056,24.424,2,3,2,1,2,3,Polluted
4.854,6.918,244.431,275.269,50.831,23.936,2,3,2,3,3,3,Polluted
3.997,7.275,271.737,270.968,50.831,24.424,1,3,2,3,3,3,Polluted
4.308,7.275,299.042,1509.677,50.831,24.913,2,3,2,1,3,3,Polluted
4.205,7.275,326.331,303.226,44.966,24.718,2,3,3,3,2,3,Unpolluted
4.09,7.11,353.661,238.71,56.696,25.402,2,3,3,3,3,3,Unpolluted
3.661,7.165,380.942,1544.086,44.966,25.304,1,3,3,1,2,3,Polluted
4.308,7.275,125.575,1552.688,41.056,24.522,2,3,2,1,2,3,Polluted
3.661,7.22,98.245,1559.14,41.056,25.011,1,3,2,1,2,3,Polluted
3.71,7.165,71.095,260.215,41.056,25.402,1,3,2,3,2,3,Polluted
3.997,7.138,43.773,615.054,46.921,24.718,1,3,2,4,2,3,Polluted
3.997,7.028,16.452,1578.495,33.236,24.62,1,3,1,1,2,3,Polluted
4.6,7.22,10.854,255.914,54.741,22.958,2,3,1,3,3,3,Polluted
4.6,6.918,38.135,249.462,50.831,22.763,2,3,2,3,3,3,Polluted
4.718,7.22,65.546,1548.387,54.741,22.958,2,3,2,1,3,3,Polluted
4.943,7,92.884,1567.742,50.831,22.958,2,3,2,1,3,3,Polluted
4.589,6.918,120.279,279.57,50.831,23.251,2,3,2,3,3,3,Polluted
4.743,7.028,147.608,238.71,29.326,23.251,2,3,2,3,2,3,Polluted
4.367,7.22,174.914,264.516,46.921,23.349,2,3,2,3,2,3,Polluted
4.367,7.028,202.276,245.161,50.831,23.642,2,3,2,3,3,3,Polluted
3.945,7.165,229.532,260.215,56.696,24.131,1,3,2,3,3,3,Polluted
3.696,7.165,256.87,1589.247,50.831,24.424,1,3,2,1,3,3,Polluted
4.256,7.275,284.143,266.667,50.831,24.033,2,3,2,3,3,3,Polluted
4.661,6.918,311.619,270.968,50.831,24.327,2,3,3,3,3,3,Unpolluted
4.661,7.275,338.746,275.269,54.741,24.815,2,3,3,3,3,3,Unpolluted
4.35,7.028,366.059,1552.688,54.741,24.815,2,3,3,1,3,3,Polluted
4.256,7.165,393.389,1556.989,29.326,24.522,2,3,3,1,2,3,Polluted
3.758,6.973,113.128,270.968,50.831,25.011,1,3,2,3,3,3,Polluted
4.153,7.275,85.79,1593.548,50.831,24.522,2,3,2,1,3,3,Polluted
4.049,7.083,58.493,1563.441,46.921,24.327,2,3,2,1,2,3,Polluted
3.696,6.918,31.237,260.215,41.056,24.913,1,3,2,3,2,3,Polluted
3.524,6.973,3.956,1486.021,54.741,25.109,1,3,1,4,3,3,Polluted
4.049,7,23.374,1552.688,56.696,24.424,2,3,1,1,3,3,Polluted
3.945,7.22,50.606,270.968,50.831,24.522,1,3,2,3,3,3,Polluted
4.049,6.973,77.903,268.817,41.056,24.033,2,3,2,3,2,3,Polluted
3.893,7.22,105.298,1580.645,44.966,24.229,1,3,2,1,2,3,Polluted
3.696,7,132.644,1561.29,56.696,24.033,1,3,2,1,3,3,Polluted
4.423,6.973,159.966,277.419,54.741,23.154,2,3,2,3,3,3,Polluted
4.836,6.918,187.296,1303.226,48.876,22.176,2,3,2,4,2,3,Polluted
4.257,6.973,214.528,260.215,41.056,23.251,2,3,2,3,2,3,Polluted
4.047,6.918,241.8,249.462,50.831,23.642,2,3,2,3,3,3,Polluted
3.997,7.138,269.097,1204.301,54.741,24.033,1,3,2,4,3,3,Polluted
4.153,6.918,296.484,1556.989,41.056,24.229,2,3,2,1,2,3,Polluted
4.101,7.083,323.537,1593.548,50.831,24.229,2,3,3,1,3,3,Polluted
4.423,7.275,350.834,1567.742,46.921,23.936,2,3,3,1,2,3,Polluted
3.997,7.028,378.058,1563.441,46.921,24.62,1,3,3,1,2,3,Polluted
4.35,6.973,405.437,1574.193,50.831,24.131,2,3,3,1,3,3,Polluted
3.893,7.22,101.088,264.516,44.966,24.815,1,3,2,3,2,3,Polluted
4.256,6.973,73.734,1556.989,50.831,24.815,2,3,2,1,3,3,Polluted
3.426,6.973,46.339,270.968,50.831,25.109,1,3,2,3,3,3,Polluted
3.524,6.973,19.091,234.409,44.966,25.402,1,3,1,3,2,3,Polluted
3.524,7,8.255,1563.441,50.831,25.206,1,3,1,1,3,3,Polluted
3.945,6.918,35.503,283.871,50.831,24.913,1,3,2,3,3,3,Polluted
4.049,6.973,62.825,1567.742,46.921,24.424,2,3,2,1,2,3,Polluted
3.426,6.973,90.065,245.161,46.921,25.206,1,3,2,3,2,3,Polluted
3.696,6.973,117.452,273.118,50.831,24.913,1,3,2,3,3,3,Polluted
3.644,7.028,144.806,1578.495,56.696,24.327,1,3,2,1,3,3,Polluted
4.312,7.028,172.03,1587.097,54.741,23.545,2,3,2,1,3,3,Polluted
3.881,7.22,199.376,1556.989,41.056,23.936,1,3,2,1,2,3,Polluted
4.423,6.973,226.69,1427.957,54.741,23.349,2,3,2,4,3,3,Polluted
4.202,7.275,253.962,1569.892,44.966,23.545,2,3,2,1,2,3,Polluted
3.936,7.165,281.276,1563.441,46.921,23.251,1,3,2,1,2,3,Polluted
4.257,6.973,308.63,1565.591,50.831,23.056,2,3,3,1,3,3,Polluted
4.718,7,335.951,1567.742,50.831,22.176,2,3,3,1,3,3,Polluted
4.895,7.165,363.265,1503.226,50.831,22.665,2,3,3,1,3,3,Polluted
3.936,6.973,390.578,266.667,50.831,23.545,1,3,3,3,3,3,Polluted
4.146,6.973,115.963,1372.043,41.056,23.838,2,3,2,4,2,3,Polluted
4.153,7.028,88.625,270.968,50.831,24.327,2,3,2,3,3,3,Polluted
3.8,7.11,61.344,234.409,41.056,24.229,1,3,2,3,2,3,Polluted
3.997,6.973,33.998,1148.387,54.741,24.424,1,3,2,4,3,3,Polluted
4.35,6.973,6.603,1034.409,54.741,24.131,2,3,1,4,3,3,Polluted
3.997,7,20.751,1574.193,41.056,24.815,1,3,1,1,2,3,Polluted
4.153,7,48.154,1561.29,41.056,24.62,2,3,2,1,2,3,Polluted
4.256,7,75.468,447.312,50.831,24.424,2,3,2,3,3,3,Polluted
3.426,6.973,102.724,251.613,54.741,25.109,1,3,2,3,3,3,Polluted
3.524,7,130.029,920.43,50.831,25.402,1,3,2,4,3,3,Polluted
3.8,7.028,157.375,1582.796,50.831,24.327,1,3,2,1,3,3,Polluted
3.945,7,184.656,251.613,54.741,24.522,1,3,2,3,3,3,Polluted
4.049,6.973,212.043,1118.28,50.831,24.424,2,3,2,4,3,3,Polluted
3.748,6.973,239.405,268.817,44.966,24.522,1,3,2,3,2,3,Polluted
3.748,7.165,266.735,247.312,50.831,24.131,1,3,2,3,3,3,Polluted
4.312,7.248,293.951,1572.043,50.831,23.936,2,3,2,1,3,3,Polluted
4.312,7.055,321.281,1559.14,50.831,23.545,2,3,3,1,3,3,Polluted
4.312,6.973,348.643,1559.14,46.921,23.154,2,3,3,1,2,3,Polluted
4.047,7.22,375.891,1559.14,46.921,23.154,2,3,3,1,2,3,Polluted
4.836,7.193,402.944,1597.849,50.831,22.86,2,3,3,1,3,3,Polluted
4.943,6.973,103.5,1556.989,33.236,22.958,2,3,2,1,2,3,Polluted
4.478,6.973,76.072,376.344,33.236,23.74,2,3,2,3,2,3,Polluted
4.308,6.973,48.726,864.516,33.236,24.131,2,3,2,4,2,3,Polluted
3.8,7.22,21.681,270.968,50.831,24.424,1,3,1,3,3,3,Polluted
3.696,7,5.575,275.269,54.741,24.424,1,3,1,3,3,3,Polluted
3.893,7,32.921,1563.441,41.056,24.815,1,3,2,1,2,3,Polluted
4.308,7.138,60.308,647.312,41.056,24.522,2,3,2,4,2,3,Polluted
3.696,7.22,87.613,273.118,50.831,24.913,1,3,2,3,3,3,Polluted
3.758,7.22,114.91,268.817,41.056,25.206,1,3,2,3,2,3,Polluted
3.524,6.918,142.248,245.161,41.056,25.304,1,3,2,3,2,3,Polluted
3.696,7.165,169.578,247.312,50.831,24.913,1,3,2,3,3,3,Polluted
4.256,6.918,196.883,283.871,54.741,24.815,2,3,2,3,3,3,Polluted
3.71,7.055,224.172,438.71,50.831,25.109,1,3,2,3,3,3,Polluted
4.002,7.055,251.486,1593.548,50.831,25.011,2,3,2,1,3,3,Polluted
3.893,6.918,278.816,1569.892,54.741,24.815,1,3,2,1,3,3,Polluted
3.644,7.275,306.113,350.538,29.326,24.229,1,3,3,3,2,3,Polluted
4.423,7,333.459,1556.989,44.966,22.665,2,3,3,1,2,3,Polluted
4.14,6.973,360.609,286.022,54.741,22.763,2,3,3,3,3,3,Unpolluted
4.895,7.028,387.964,1556.989,50.831,22.86,2,3,3,1,3,3,Polluted
4.718,7.11,118.57,266.667,50.831,22.958,2,3,2,3,3,3,Polluted
4.047,6.973,91.264,1593.548,50.831,23.838,2,3,2,1,3,3,Polluted
4.589,7.028,63.935,1584.946,50.831,23.642,2,3,2,1,3,3,Polluted
4.423,7.11,36.532,249.462,50.831,23.349,2,3,2,3,3,3,Polluted
4.308,7,9.405,1068.817,41.056,24.033,2,3,1,4,2,3,Polluted
4.633,7.22,18.03,1550.538,50.831,23.74,2,3,1,1,3,3,Polluted
4.308,7.028,45.482,283.871,50.831,24.522,2,3,2,3,3,3,Polluted
4.205,6.973,72.747,1554.839,50.831,24.913,2,3,2,1,3,3,Polluted
3.954,6.918,100.011,329.032,44.966,25.109,1,3,2,3,2,3,Polluted
4.256,6.973,127.357,279.57,50.831,24.522,2,3,2,3,3,3,Polluted
4.256,7,154.712,1546.237,50.831,24.815,2,3,2,1,3,3,Polluted
3.8,7.275,182.017,1539.785,41.056,24.913,1,3,2,1,2,3,Polluted
3.573,6.918,209.282,255.914,54.741,25.109,1,3,2,3,3,3,Polluted
3.661,6.973,236.603,264.516,41.056,25.011,1,3,2,3,2,3,Polluted
3.644,7,263.933,1569.892,54.741,24.913,1,3,2,1,3,3,Polluted
3.28,7.165,291.23,264.516,44.966,25.206,1,3,2,3,2,3,Polluted
3.893,6.918,318.552,1266.667,46.921,24.424,1,3,3,4,2,3,Polluted
3.893,6.918,345.727,1556.989,33.236,24.62,1,3,3,1,2,3,Polluted
3.748,6.918,373.089,1552.688,41.056,24.033,1,3,3,1,2,3,Polluted
4.308,6.918,400.419,249.462,50.831,24.033,2,3,3,3,3,3,Unpolluted
4.423,7.22,106.163,1580.645,33.236,23.154,2,3,2,1,2,3,Polluted
4.633,7.165,78.744,1567.742,46.921,23.154,2,3,2,1,2,3,Polluted
4.423,6.973,51.512,1554.839,50.831,23.447,2,3,2,1,3,3,Polluted
4.633,6.973,24.182,251.613,54.741,23.154,2,3,1,3,3,3,Polluted
4.836,6.973,3.221,275.269,50.831,22.958,2,3,1,3,3,3,Polluted
4.367,7.22,30.64,1556.989,46.921,23.349,2,3,2,1,2,3,Polluted
4.836,6.918,57.921,238.71,41.056,22.665,2,3,2,3,2,3,Polluted
4.633,7,85.186,320.43,54.741,23.545,2,3,2,3,3,3,Polluted
4.153,7.193,112.63,1587.097,54.741,24.229,2,3,2,1,3,3,Polluted
3.997,6.918,140.049,258.065,33.236,24.229,1,3,2,3,2,3,Polluted
3.997,6.918,167.55,1563.441,41.056,24.424,1,3,2,1,2,3,Polluted
4.965,6.973,194.79,1567.742,50.831,23.936,2,3,2,1,3,3,Polluted
3.997,7.22,222.185,1556.989,44.966,24.424,1,3,2,1,2,3,Polluted
4.256,7.22,249.458,554.839,50.831,24.913,2,3,2,4,3,3,Polluted
3.997,7.22,276.738,245.161,50.831,24.424,1,3,2,3,3,3,Polluted
4.423,6.973,304.003,1563.441,37.146,23.936,2,3,3,1,2,3,Polluted
4.478,7.22,331.259,268.817,54.741,23.154,2,3,3,3,3,3,Unpolluted
4.589,7.028,358.459,329.032,44.966,23.642,2,3,3,3,2,3,Unpolluted
4.854,7.22,385.642,1567.742,50.831,23.349,2,3,3,1,3,3,Polluted
4.688,6.973,120.842,262.366,33.236,23.251,2,3,2,3,2,3,Polluted
4.943,7.055,93.472,249.462,50.831,22.176,2,3,2,3,3,3,Polluted
4.541,6.918,66.158,277.419,54.741,22.86,2,3,2,3,3,3,Polluted
4.589,6.918,38.869,1215.054,50.831,23.447,2,3,2,4,3,3,Polluted
4.533,6.918,11.597,268.817,41.056,23.642,2,3,1,3,2,3,Polluted
3.644,7.055,15.684,690.323,54.741,24.229,1,3,1,4,3,3,Polluted
3.644,7.028,43.03,279.57,46.921,24.424,1,3,2,3,2,3,Polluted
4.423,6.973,70.36,860.215,50.831,23.545,2,3,2,4,3,3,Polluted
4.153,6.973,97.755,1561.29,54.741,24.522,2,3,2,1,3,3,Polluted
4.478,6.973,125.068,1565.591,50.831,23.936,2,3,2,1,3,3,Polluted
3.696,6.89,152.203,279.57,50.831,24.62,1,3,2,3,3,3,Polluted
3.748,6.89,179.361,251.613,54.741,24.424,1,3,2,3,3,3,Polluted
4.308,6.973,206.659,270.968,46.921,24.522,2,3,2,3,2,3,Polluted
4.153,6.973,233.882,1552.688,54.741,24.131,2,3,2,1,3,3,Polluted
4.533,7.138,261.237,1079.57,50.831,23.74,2,3,2,4,3,3,Polluted
4.308,6.973,288.623,1580.645,44.966,24.131,2,3,2,1,2,3,Polluted
4.308,6.918,315.831,877.419,50.831,24.424,2,3,3,4,3,3,Unpolluted
3.945,6.973,343.096,1565.591,56.696,24.327,1,3,3,1,3,3,Polluted
3.945,7.11,370.376,270.968,50.831,24.62,1,3,3,3,3,3,Polluted
3.696,7.275,397.649,277.419,54.741,24.229,1,3,3,3,3,3,Polluted
4.312,6.973,108.803,1561.29,41.056,23.447,2,3,2,1,2,3,Polluted
4.423,6.973,81.579,279.57,50.831,23.936,2,3,2,3,3,3,Polluted
4.478,7.275,54.241,1569.892,56.696,23.154,2,3,2,1,3,3,Polluted
4.777,6.918,26.936,1559.14,50.831,22.763,2,3,2,1,3,3,Polluted
5.179,7.275,0.354,350.538,44.966,22.567,2,3,1,3,2,3,Polluted
4.257,7.22,27.683,1567.742,46.921,23.056,2,3,2,1,2,3,Polluted
4.533,6.973,54.997,1556.989,56.696,23.251,2,3,2,1,3,3,Polluted
4.423,7.028,82.302,270.968,50.831,23.447,2,3,2,3,3,3,Polluted
3.997,7.165,109.502,247.312,50.831,24.229,1,3,2,3,3,3,Polluted
4.308,6.973,191.564,249.462,54.741,24.424,2,3,2,3,3,3,Polluted
4.153,7,218.853,1565.591,50.831,24.131,2,3,2,1,3,3,Polluted
3.893,7.22,246.183,270.968,50.831,24.815,1,3,2,3,3,3,Polluted
3.945,6.973,273.651,1548.387,29.326,24.913,1,3,2,1,2,3,Polluted
4.256,7.055,300.973,1524.731,33.236,24.522,2,3,3,1,2,3,Polluted
4.256,6.918,382.921,270.968,46.921,24.229,2,3,3,3,2,3,Unpolluted
3.426,6.973,123.555,1559.14,46.921,25.011,1,3,2,1,2,3,Polluted
3.696,6.973,14.317,430.108,41.056,24.815,1,3,1,3,2,3,Polluted
4.051,7,94.888,1567.742,50.831,25.206,2,3,2,1,3,3,Polluted
3.71,6.808,122.079,234.409,56.696,25.109,1,3,2,3,3,3,Polluted
3.997,6.973,149.482,273.118,41.056,24.522,1,3,2,3,2,3,Polluted
3.881,7.22,231.553,273.118,46.921,23.838,1,3,2,3,2,3,Polluted
4.202,6.918,258.972,266.667,50.831,23.056,2,3,2,3,3,3,Polluted
4.317,7.193,286.383,1567.742,50.831,22.274,2,3,2,1,3,3,Polluted
4.718,7,313.664,1572.043,50.831,22.469,2,3,3,1,3,3,Polluted
5.02,7.11,395.719,1144.086,33.236,23.447,2,3,3,4,2,3,Unpolluted
5.02,6.973,110.839,268.817,33.236,23.74,2,3,2,3,2,3,Polluted
4.965,7.11,83.477,1589.247,50.831,23.545,2,3,2,1,3,3,Polluted
4.965,6.973,56.196,260.215,41.056,23.936,2,3,2,3,2,3,Polluted
4.965,6.973,28.948,1423.656,54.741,23.936,2,3,2,4,3,3,Polluted
3.945,6.973,1.667,1503.226,58.651,24.327,1,3,1,1,3,3,Polluted
3.997,6.973,25.525,1572.043,50.831,24.229,1,3,2,1,3,3,Polluted
3.8,6.973,52.838,1591.398,46.921,24.131,1,3,2,1,2,3,Polluted
3.893,6.973,80.266,853.764,41.056,24.815,1,3,2,4,2,3,Polluted
3.945,6.973,107.522,690.323,56.696,24.718,1,3,2,4,3,3,Polluted
4.633,6.973,134.648,1559.14,50.831,23.936,2,3,2,1,3,3,Polluted
3.661,6.973,162.108,1580.645,25.416,25.206,1,3,2,1,2,3,Polluted
3.945,7.138,189.389,270.968,50.831,24.913,1,3,2,3,3,3,Polluted
4.423,7.083,216.751,1569.892,54.741,23.545,2,3,2,1,3,3,Polluted
4.423,7.22,243.959,283.871,58.651,23.838,2,3,2,3,3,3,Polluted
4.423,7.275,271.272,1578.495,56.696,23.349,2,3,2,1,3,3,Polluted
4.718,6.973,298.431,275.269,54.741,22.665,2,3,2,3,3,3,Polluted
5.049,7.275,325.785,1574.193,50.831,21.981,2,3,3,1,3,3,Polluted
4.541,7.22,353.107,270.968,50.831,22.567,2,3,3,3,3,3,Unpolluted
4.533,6.973,126.088,1567.742,50.831,23.056,2,3,2,1,3,3,Polluted
4.423,6.973,98.661,1535.484,54.741,23.154,2,3,2,1,3,3,Polluted
4.633,6.918,71.372,253.763,50.831,23.154,2,3,2,3,3,3,Polluted
5.296,6.89,44.083,1572.043,56.696,22.958,2,3,2,1,3,3,Polluted
4.713,7.193,16.908,1589.247,50.831,24.131,2,3,1,1,3,3,Polluted
4.402,7.165,10.349,270.968,50.831,24.033,2,3,1,3,3,3,Polluted
4.454,7.22,37.605,1427.957,50.831,24.229,2,3,2,4,3,3,Polluted
3.748,6.973,147.111,1548.387,25.416,24.62,1,3,2,1,2,3,Polluted
3.997,7,174.449,1582.796,46.921,24.033,1,3,2,1,2,3,Polluted
4.533,7,201.828,1556.989,41.056,23.936,2,3,2,1,2,3,Polluted
4.049,7.193,311.066,268.817,56.696,24.131,2,3,3,3,3,3,Unpolluted
3.475,6.918,392.835,277.419,56.696,25.206,1,3,3,3,3,3,Polluted
4.533,6.973,59.234,255.914,54.741,23.056,2,3,2,3,3,3,Polluted
4.718,7.028,31.97,262.366,29.326,22.372,2,3,2,3,2,3,Polluted
4.895,6.973,4.762,238.71,44.966,22.567,2,3,1,3,2,3,Polluted
4.836,7.22,22.535,1234.409,54.741,22.078,2,3,1,4,3,3,Polluted
4.836,6.973,49.995,1569.892,56.696,22.469,2,3,2,1,3,3,Polluted
4.836,6.973,77.374,417.204,50.831,22.469,2,3,2,3,3,3,Polluted
4.202,6.973,104.695,279.57,50.831,23.154,2,3,2,3,3,3,Polluted
3.893,6.918,132.001,1578.495,44.966,24.033,1,3,2,1,2,3,Polluted
3.893,6.918,159.306,247.312,41.056,24.033,1,3,2,3,2,3,Polluted
4.202,7.11,186.799,1552.688,56.696,23.74,2,3,2,1,3,3,Polluted
4.146,6.973,214.169,1060.215,54.741,23.74,2,3,2,4,3,3,Polluted
3.936,7.028,241.458,1584.946,50.831,23.74,1,3,2,1,3,3,Polluted
3.696,6.973,268.926,266.667,50.831,24.033,1,3,2,3,3,3,Polluted
3.8,7.275,351.054,481.72,29.326,24.522,1,3,3,3,2,3,Polluted
3.748,6.808,378.441,277.419,54.741,24.815,1,3,3,3,3,3,Polluted
3.8,6.918,405.746,1593.548,50.831,24.718,1,3,3,1,3,3,Polluted
4.153,6.973,100.836,1582.796,50.831,24.327,2,3,2,1,3,3,Polluted
3.71,6.973,73.547,1595.699,54.741,25.206,1,3,2,1,3,3,Polluted
3.807,7.275,46.233,260.215,56.696,25.304,1,3,2,3,3,3,Polluted
3.945,7.22,18.936,1122.581,41.056,24.718,1,3,1,4,2,3,Polluted
4.153,6.973,8.337,1593.548,46.921,24.327,2,3,1,1,2,3,Polluted
4.256,6.973,35.756,268.817,44.966,24.033,2,3,2,3,2,3,Polluted
3.644,6.973,62.996,283.871,50.831,24.424,1,3,2,3,3,3,Polluted
3.696,6.973,90.244,1559.14,46.921,24.424,1,3,2,1,2,3,Polluted
4.256,7.275,117.656,1567.742,50.831,24.131,2,3,2,1,3,3,Polluted
3.8,6.973,144.937,1576.344,46.921,24.229,1,3,2,1,2,3,Polluted
3.696,6.89,172.128,1464.516,50.831,24.62,1,3,2,4,3,3,Polluted
4.308,6.973,363.509,275.269,54.741,24.424,2,3,3,3,3,3,Unpolluted
4.188,6.973,115.653,1455.914,50.831,25.011,2,3,2,4,3,3,Polluted
4.153,6.973,88.356,245.161,46.921,24.718,2,3,2,3,2,3,Polluted
3.8,7.275,61.018,1559.14,33.236,24.424,1,3,2,1,2,3,Polluted
4.049,6.918,33.705,249.462,50.831,24.131,2,3,2,3,3,3,Polluted
4.051,7.275,6.351,1589.247,58.651,25.011,2,3,1,1,3,3,Polluted
3.893,6.973,75.549,320.43,54.741,24.815,1,3,2,3,3,3,Polluted
4.943,7.275,157.481,270.968,50.831,22.567,2,3,2,3,3,3,Polluted
4.836,6.973,239.397,249.462,50.831,22.86,2,3,2,3,3,3,Polluted
4.589,7.055,266.751,1569.892,50.831,23.056,2,3,2,1,3,3,Polluted
3.936,6.918,348.741,262.366,46.921,23.545,1,3,3,3,2,3,Polluted
4.423,6.918,376.087,1563.441,41.056,23.447,2,3,3,1,2,3,Polluted
3.991,7.11,75.893,1563.441,46.921,23.545,1,3,2,1,2,3,Polluted
4.312,6.973,48.49,1572.043,50.831,23.545,2,3,2,1,3,3,Polluted
3.997,6.808,33.231,262.366,50.831,24.62,1,3,2,3,3,3,Polluted
4.153,7.055,60.552,270.968,37.146,24.327,2,3,2,3,2,3,Polluted
3.696,6.973,87.931,1554.839,54.741,24.327,1,3,2,1,3,3,Polluted
4.533,7,142.647,258.065,37.146,23.838,2,3,2,3,2,3,Polluted
4.533,7,224.58,1567.742,50.831,23.545,2,3,2,1,3,3,Polluted
4.854,6.973,388.697,253.763,50.831,23.056,2,3,3,3,3,3,Unpolluted
4.047,6.918,90.613,270.968,46.921,23.642,2,3,2,3,2,3,Polluted
4.423,7.138,63.283,1576.344,46.921,23.936,2,3,2,1,2,3,Polluted
4.257,7.028,8.566,1569.892,50.831,23.74,2,3,1,1,3,3,Polluted
5.02,7,18.878,1578.495,54.741,23.642,2,3,1,1,3,3,Polluted
4.423,6.918,46.085,230.108,29.326,23.936,2,3,2,3,2,3,Polluted
4.308,6.973,73.374,1587.097,54.741,24.131,2,3,2,1,3,3,Polluted
4.454,6.918,100.712,238.71,44.966,24.718,2,3,2,3,2,3,Polluted
4.688,6.973,210.218,1550.538,29.326,23.74,2,3,2,1,2,3,Polluted
3.893,6.973,346.843,531.183,50.831,24.229,1,3,3,4,3,3,Polluted
4.257,6.89,31.659,1335.484,50.831,23.154,2,3,2,4,3,3,Polluted
4.308,7.165,58.931,372.043,54.741,24.033,2,3,2,3,3,3,Polluted
4.367,7.22,113.607,260.215,54.741,23.936,2,3,2,3,3,3,Polluted
4.101,7.11,140.864,1331.183,54.741,24.522,2,3,2,4,3,3,Polluted
4.854,6.973,168.201,1569.892,54.741,23.936,2,3,2,1,3,3,Polluted
4.35,7,195.466,972.043,50.831,24.033,2,3,2,4,3,3,Polluted
3.893,6.918,222.722,262.366,50.831,24.815,1,3,2,3,3,3,Polluted
