Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
3.851,6.533,324.686,296.774,25.416,24.131,1,3,3,3,2,3,Polluted
2.899,6.478,351.804,1576.344,21.505,25.011,1,2,3,1,2,3,Polluted
3.187,6.478,378.922,1584.946,37.146,24.815,1,2,3,1,2,3,Polluted
3.592,6.533,406.08,1576.344,25.416,24.131,1,3,3,1,2,3,Polluted
3.54,6.725,100.681,1572.043,39.101,24.522,1,3,2,1,2,3,Polluted
3.094,6.588,73.49,1602.151,29.326,25.011,1,3,2,1,2,3,Polluted
3.644,6.533,46.209,1584.946,25.416,24.62,1,3,2,1,2,3,Polluted
3.893,6.505,19.099,277.419,41.056,24.815,1,3,1,3,2,3,Polluted
3.893,6.533,8.092,1584.946,37.146,24.815,1,3,1,1,2,3,Polluted
3.488,6.67,35.218,763.441,35.191,24.913,1,3,2,4,2,3,Polluted
3.644,6.478,62.361,286.022,41.056,24.131,1,2,2,3,2,3,Polluted
3.644,6.478,89.585,288.172,35.191,24.229,1,2,2,3,2,3,Polluted
3.291,6.45,116.817,275.269,39.101,24.718,1,2,2,3,2,3,Polluted
3.77,6.615,144.073,759.14,41.056,23.545,1,3,2,4,2,3,Polluted
3.083,6.56,171.256,374.194,25.416,24.033,1,3,2,3,2,3,Polluted
3.343,6.56,198.382,1576.344,35.191,24.229,1,3,2,1,2,3,Polluted
3.592,6.478,225.476,1589.247,37.146,24.522,1,2,2,1,2,3,Polluted
3.77,6.478,252.675,292.473,25.416,23.936,1,2,2,3,2,3,Polluted
3.748,6.533,279.834,283.871,35.191,24.62,1,3,2,3,2,3,Polluted
3.426,6.533,307.041,1593.548,37.146,25.011,1,3,3,1,2,3,Polluted
3.54,6.45,334.241,337.634,39.101,24.131,1,2,3,3,2,3,Polluted
3.644,6.478,361.391,1477.419,25.416,24.718,1,2,3,4,2,3,Polluted
3.187,6.533,388.542,1597.849,35.191,24.718,1,3,3,1,2,3,Polluted
2.948,6.78,118.113,1569.892,41.056,25.011,1,3,2,1,2,3,Polluted
3.447,6.78,90.938,1563.441,29.326,24.131,1,3,2,1,2,3,Polluted
3.343,6.753,63.78,266.667,35.191,24.033,1,3,2,3,2,3,Polluted
3.916,6.533,36.548,1443.011,25.416,22.763,1,3,2,4,2,3,Polluted
4.081,6.533,9.365,1597.849,25.416,22.372,2,3,1,1,2,3,Polluted
3.505,6.533,17.973,288.172,27.371,23.154,1,3,1,3,2,3,Polluted
3.77,6.533,44.928,1602.151,35.191,23.642,1,3,2,1,2,3,Polluted
3.671,6.478,72.242,288.172,37.146,23.056,1,2,2,3,2,3,Polluted
3.395,6.478,99.498,286.022,39.101,24.131,1,2,2,3,2,3,Polluted
3.083,6.725,126.747,286.022,39.101,24.229,1,3,2,3,2,3,Polluted
4.049,6.478,153.93,1569.892,25.416,24.033,2,2,2,1,2,3,Polluted
3.748,6.56,181.007,277.419,41.056,24.62,1,3,2,3,2,3,Polluted
3.945,6.78,208.125,260.215,39.101,24.522,1,3,2,3,2,3,Polluted
3.893,6.588,235.267,1148.387,25.416,24.62,1,3,2,4,2,3,Polluted
3.893,6.533,262.499,1578.495,25.416,24.424,1,3,2,1,2,3,Polluted
3.661,6.78,289.609,1578.495,41.056,25.206,1,3,2,1,2,3,Polluted
3.893,6.725,316.768,1569.892,41.056,24.718,1,3,3,1,2,3,Polluted
3.748,6.588,343.975,290.323,35.191,24.62,1,3,3,3,2,3,Polluted
3.524,6.533,371.142,288.172,35.191,25.109,1,3,3,3,2,3,Polluted
3.378,6.478,398.366,1511.828,29.326,25.011,1,2,3,1,2,3,Polluted
3.748,6.615,108.338,1584.946,35.191,24.913,1,3,2,1,2,3,Polluted
3.426,6.533,81.171,270.968,27.371,25.402,1,3,2,3,2,3,Polluted
3.291,6.78,54.013,286.022,35.191,24.522,1,3,2,3,2,3,Polluted
3.748,6.698,26.87,290.323,39.101,24.913,1,3,2,3,2,3,Polluted
3.644,6.78,0.264,281.72,41.056,24.327,1,3,1,3,2,3,Polluted
4.153,6.67,27.447,296.774,35.191,24.424,2,3,2,3,2,3,Polluted
4.312,6.67,54.663,1578.495,41.056,23.447,2,3,2,1,2,3,Polluted
3.881,6.588,81.813,286.022,39.101,23.642,1,3,2,3,2,3,Polluted
4.533,6.478,108.988,288.172,29.326,23.056,2,2,2,3,2,3,Polluted
3.881,6.533,135.911,277.419,29.326,23.642,1,3,2,3,2,3,Polluted
3.77,6.478,163.143,572.043,29.326,23.154,1,2,2,4,2,3,Polluted
4.304,6.478,190.269,1333.333,25.416,21.981,2,2,2,4,2,3,Polluted
3.963,6.56,217.452,1576.344,25.416,22.274,1,3,2,1,2,3,Polluted
4.431,6.67,244.521,283.871,43.011,21.883,2,3,2,3,2,3,Polluted
4.423,6.56,271.68,288.172,37.146,22.567,2,3,2,3,2,3,Polluted
4.14,6.478,298.904,1569.892,41.056,22.469,2,2,2,1,2,3,Polluted
4.202,6.478,326.054,296.774,25.416,23.056,2,2,3,3,2,3,Polluted
4.589,6.588,353.205,264.516,29.326,23.642,2,3,3,3,2,3,Unpolluted
4.367,6.725,380.372,275.269,39.101,23.642,2,3,3,3,2,3,Unpolluted
4.423,6.725,126.308,1234.409,39.101,23.154,2,3,2,4,2,3,Polluted
4.047,6.588,99.141,255.914,41.056,23.936,2,3,2,3,2,3,Polluted
3.291,6.533,71.942,776.344,25.416,24.229,1,3,2,4,2,3,Polluted
3.748,6.78,44.726,587.097,33.236,24.62,1,3,2,4,2,3,Polluted
3.893,6.56,17.788,1591.398,29.326,24.522,1,3,1,1,2,3,Polluted
3.893,6.533,9.184,286.022,39.101,24.327,1,3,1,3,2,3,Polluted
4.153,6.533,36.334,1572.043,41.056,24.327,2,3,2,1,2,3,Polluted
3.8,6.478,63.403,260.215,41.056,24.913,1,2,2,3,2,3,Polluted
3.893,6.478,90.644,283.871,39.101,24.131,1,2,2,3,2,3,Polluted
3.748,6.725,117.835,288.172,35.191,24.913,1,3,2,3,2,3,Polluted
2.997,6.533,145.002,301.075,39.101,25.011,1,3,2,3,2,3,Polluted
3.187,6.533,172.169,288.172,35.191,24.815,1,3,2,3,2,3,Polluted
3.748,6.67,199.327,268.817,41.056,24.327,1,3,2,3,2,3,Polluted
3.592,6.753,226.453,260.215,41.056,24.815,1,3,2,3,2,3,Polluted
3.622,6.533,253.604,1591.398,29.326,25.011,1,3,2,1,2,3,Polluted
3.945,6.533,280.763,1546.237,37.146,24.718,1,3,2,1,2,3,Polluted
4.049,6.725,307.929,258.065,17.595,24.033,2,3,3,3,2,3,Unpolluted
3.748,6.78,335.023,709.677,21.505,24.131,1,3,3,4,2,3,Polluted
3.524,6.533,362.206,535.484,25.416,25.011,1,3,3,4,2,3,Polluted
4.049,6.533,389.356,296.774,35.191,24.131,2,3,3,3,2,3,Unpolluted
4.312,6.478,117.34,956.989,41.056,23.74,2,2,2,4,2,3,Polluted
3.893,6.56,90.197,1576.344,35.191,24.033,1,3,2,1,2,3,Polluted
4.589,6.478,62.973,288.172,35.191,23.251,2,2,2,3,2,3,Polluted
4.202,6.533,35.929,281.72,41.056,23.642,2,3,2,3,2,3,Polluted
3.936,6.78,8.77,423.656,41.056,23.642,1,3,1,3,2,3,Polluted
3.936,6.615,18.381,286.022,39.101,23.349,1,3,1,3,2,3,Polluted
3.505,6.533,45.596,1597.849,25.416,23.251,1,3,2,1,2,3,Polluted
3.963,6.588,72.747,296.774,35.191,22.86,1,3,2,3,2,3,Polluted
3.991,6.478,99.914,288.172,35.191,23.838,1,2,2,3,2,3,Polluted
4.367,6.478,127.064,264.516,25.416,23.74,2,2,2,3,2,3,Polluted
3.936,6.533,154.215,283.871,39.101,23.936,1,3,2,3,2,3,Polluted
3.748,6.753,181.243,281.72,41.056,24.327,1,3,2,3,2,3,Polluted
3.893,6.67,208.459,283.871,35.191,24.424,1,3,2,3,2,3,Polluted
3.748,6.533,235.487,288.172,35.191,24.62,1,3,2,3,2,3,Polluted
3.748,6.478,262.613,281.72,25.416,24.131,1,2,2,3,2,3,Polluted
3.991,6.533,289.772,277.419,41.056,23.936,1,3,2,3,2,3,Polluted
2.997,6.588,316.914,1578.495,29.326,25.011,1,3,3,1,2,3,Polluted
3.54,6.533,344.065,288.172,37.146,24.62,1,3,3,3,2,3,Polluted
3.893,6.533,371.215,1567.742,25.416,24.815,1,3,3,1,2,3,Polluted
3.644,6.478,398.358,292.473,21.505,24.913,1,2,3,3,2,3,Polluted
3.426,6.533,108.355,296.774,35.191,25.011,1,3,2,3,2,3,Polluted
3.187,6.478,81.277,744.086,35.191,24.913,1,2,2,4,2,3,Polluted
3.748,6.78,54.111,255.914,41.056,24.327,1,3,2,3,2,3,Polluted
3.524,6.588,27.017,292.473,21.505,25.109,1,3,2,3,2,3,Polluted
3.54,6.478,0.174,283.871,39.101,24.913,1,2,1,3,2,3,Polluted
3.54,6.78,27.374,967.742,41.056,24.522,1,3,2,4,2,3,Polluted
3.893,6.478,54.516,1610.753,25.416,24.815,1,2,2,1,2,3,Polluted
3.644,6.478,81.667,273.118,25.416,24.913,1,2,2,3,2,3,Polluted
3.945,6.588,108.801,617.204,37.146,24.718,1,3,2,4,2,3,Polluted
4.256,6.533,135.943,1604.301,41.056,24.424,2,3,2,1,2,3,Polluted
4.312,6.478,163.102,1587.097,39.101,23.545,2,2,2,1,2,3,Polluted
3.291,6.478,190.285,296.774,21.505,24.033,1,2,2,3,2,3,Polluted
3.881,6.588,217.395,286.022,39.101,23.545,1,3,2,3,2,3,Polluted
4.081,6.643,244.627,290.323,37.146,22.958,2,3,2,3,2,3,Polluted
3.881,6.78,271.778,288.172,35.191,23.838,1,3,2,3,2,3,Polluted
3.715,6.588,298.887,1584.946,35.191,23.838,1,3,2,1,2,3,Polluted
3.881,6.533,326.119,1584.946,25.416,23.838,1,3,3,1,2,3,Polluted
3.991,6.78,353.286,1610.753,37.146,23.545,1,3,3,1,2,3,Polluted
3.187,6.478,380.51,541.936,43.011,24.327,1,2,3,4,2,3,Polluted
4.312,6.478,126.276,262.366,35.191,23.74,2,2,2,3,2,3,Polluted
3.488,6.78,99.109,1578.495,41.056,24.424,1,3,2,1,2,3,Polluted
3.592,6.533,71.901,262.366,35.191,24.815,1,3,2,3,2,3,Polluted
3.083,6.533,44.759,817.204,37.146,24.815,1,3,2,4,2,3,Polluted
3.748,6.533,17.592,292.473,29.326,24.62,1,3,1,3,2,3,Polluted
3.54,6.533,9.567,1584.946,43.011,24.522,1,3,1,1,2,3,Polluted
3.54,6.78,36.693,705.376,25.416,24.327,1,3,2,4,2,3,Polluted
3.893,6.533,63.819,1120.43,37.146,24.815,1,3,2,4,2,3,Polluted
3.426,6.588,90.945,1227.957,35.191,25.206,1,3,2,4,2,3,Polluted
3.524,6.78,118.128,1569.892,41.056,25.402,1,3,2,1,2,3,Polluted
3.748,6.67,145.303,1582.796,25.416,24.913,1,3,2,1,2,3,Polluted
3.748,6.478,172.535,260.215,25.416,24.913,1,2,2,3,2,3,Polluted
3.748,6.67,199.653,292.473,17.595,24.131,1,3,2,3,2,3,Polluted
3.696,6.78,226.82,1578.495,25.416,24.815,1,3,2,1,2,3,Polluted
4.256,6.533,253.995,1593.548,29.326,24.424,2,3,2,1,2,3,Polluted
4.153,6.533,281.096,283.871,43.011,24.327,2,3,2,3,2,3,Polluted
4.423,6.78,308.296,1584.946,35.191,23.545,2,3,3,1,2,3,Polluted
4.423,6.533,335.479,1070.968,25.416,23.154,2,3,3,4,2,3,Unpolluted
4.836,6.588,362.735,296.774,29.326,22.274,2,3,3,3,2,3,Unpolluted
4.258,6.615,389.919,296.774,35.191,22.372,2,3,3,3,2,3,Unpolluted
3.991,6.725,116.851,290.323,35.191,23.154,1,3,2,3,2,3,Polluted
4.533,6.533,89.765,907.527,25.416,23.447,2,3,2,4,2,3,Polluted
4.688,6.725,62.794,260.215,41.056,23.74,2,3,2,3,2,3,Polluted
4.312,6.533,35.595,1610.753,29.326,23.447,2,3,2,1,2,3,Polluted
4.312,6.478,8.648,1584.946,37.146,23.349,2,2,1,1,2,3,Polluted
4.256,6.533,18.438,929.032,21.505,24.522,2,3,1,4,2,3,Polluted
4.533,6.698,45.564,1574.193,41.056,23.545,2,3,2,1,2,3,Polluted
4.256,6.533,72.665,277.419,41.056,24.815,2,3,2,3,2,3,Polluted
4.153,6.478,99.816,1608.602,25.416,24.131,2,2,2,1,2,3,Polluted
3.488,6.725,126.991,1584.946,35.191,24.815,1,3,2,1,2,3,Polluted
2.997,6.45,154.076,1051.613,41.056,25.206,1,2,2,4,2,3,Polluted
3.748,6.533,181.276,1563.441,25.416,24.913,1,3,2,1,2,3,Polluted
3.851,6.478,208.508,926.882,25.416,24.62,1,2,2,4,2,3,Polluted
3.426,6.533,235.699,262.366,46.921,25.109,1,3,2,3,2,3,Polluted
3.71,6.533,262.874,1600,41.056,25.304,1,3,2,1,2,3,Polluted
4.049,6.533,290.065,1584.946,29.326,24.327,2,3,2,1,2,3,Polluted
3.945,6.533,317.297,1595.699,29.326,24.718,1,3,3,1,2,3,Polluted
4.153,6.533,344.505,729.032,29.326,24.522,2,3,3,4,2,3,Unpolluted
3.945,6.533,371.68,1595.699,41.056,24.913,1,3,3,1,2,3,Polluted
3.997,6.478,398.855,1580.645,37.146,24.62,1,2,3,1,2,3,Polluted
3.644,6.533,107.784,1576.344,25.416,24.424,1,3,2,1,2,3,Polluted
4.256,6.533,80.634,296.774,29.326,24.424,2,3,2,3,2,3,Polluted
3.696,6.753,53.443,1584.946,25.416,24.424,1,3,2,1,2,3,Polluted
4.312,6.478,26.268,266.667,35.191,23.349,2,2,2,3,2,3,Polluted
4.202,6.67,0.932,1589.247,39.101,23.154,2,3,1,1,2,3,Polluted
4.423,6.533,28.074,1600,39.101,23.838,2,3,2,1,2,3,Polluted
4.199,6.478,55.355,251.613,41.056,22.958,2,2,2,3,2,3,Polluted
4.423,6.478,82.53,1591.398,35.191,22.958,2,2,2,1,2,3,Polluted
3.991,6.67,109.697,1610.753,29.326,23.154,1,3,2,1,2,3,Polluted
4.081,6.45,136.88,264.516,35.191,22.567,2,2,2,3,2,3,Polluted
4.258,6.45,164.096,627.957,37.146,22.665,2,2,2,4,2,3,Polluted
4.718,6.533,191.23,1215.054,43.011,22.372,2,3,2,4,2,3,Polluted
4.943,6.533,218.364,277.419,29.326,22.665,2,3,2,3,2,3,Polluted
4.423,6.533,245.442,288.172,37.146,23.642,2,3,2,3,2,3,Polluted
4.6,6.533,272.674,281.72,25.416,22.958,2,3,2,3,2,3,Polluted
3.991,6.67,299.873,793.548,41.056,23.936,1,3,2,4,2,3,Polluted
4.312,6.478,327.105,1578.495,41.056,23.349,2,2,3,1,2,3,Polluted
3.644,6.533,354.378,1578.495,41.056,24.424,1,3,3,1,2,3,Polluted
3.881,6.615,381.276,290.323,39.101,23.74,1,3,3,3,2,3,Polluted
3.395,6.478,125.372,1563.441,41.056,24.327,1,2,2,1,2,3,Polluted
4.423,6.533,98.237,1576.344,43.011,23.74,2,3,2,1,2,3,Polluted
3.573,6.533,71.087,281.72,29.326,25.109,1,3,2,3,2,3,Polluted
3.945,6.45,43.985,296.774,25.416,24.913,1,2,2,3,2,3,Polluted
4.256,6.478,16.745,1610.753,29.326,24.229,2,2,1,1,2,3,Polluted
3.426,6.533,10.341,1610.753,35.191,25.206,1,3,1,1,2,3,Polluted
4.256,6.478,37.475,292.473,25.416,24.62,2,2,2,3,2,3,Polluted
4.308,6.478,64.666,286.022,39.101,24.913,2,2,2,3,2,3,Polluted
3.661,6.56,91.898,875.269,41.056,25.206,1,3,2,4,2,3,Polluted
3.905,6.478,119.073,1578.495,41.056,25.402,1,2,2,1,2,3,Polluted
4.153,6.615,146.256,270.968,35.191,24.62,2,3,2,3,2,3,Polluted
3.8,6.588,173.447,1584.946,46.921,24.718,1,3,2,1,2,3,Polluted
3.71,6.533,200.631,292.473,21.505,25.109,1,3,2,3,2,3,Polluted
3.71,6.588,227.814,1580.645,25.416,25.011,1,3,2,1,2,3,Polluted
4.049,6.533,255.046,1507.527,29.326,24.033,2,3,2,1,2,3,Polluted
3.893,6.478,282.164,1589.247,35.191,24.815,1,2,2,1,2,3,Polluted
3.696,6.588,309.314,1567.742,21.505,24.229,1,3,3,1,2,3,Polluted
4.202,6.533,336.546,268.817,41.056,23.447,2,3,3,3,2,3,Unpolluted
4.202,6.533,363.713,288.172,35.191,23.838,2,3,3,3,2,3,Unpolluted
3.881,6.478,390.864,292.473,25.416,23.447,1,2,3,3,2,3,Polluted
4.022,6.725,116.085,1591.398,37.146,22.763,2,3,2,1,2,3,Polluted
4.081,6.478,88.821,286.022,39.101,22.372,2,2,2,3,2,3,Polluted
4.6,6.533,61.678,417.204,29.326,22.86,2,3,2,3,2,3,Polluted
4.102,6.533,34.503,1572.043,41.056,23.154,2,3,2,1,2,3,Polluted
3.991,6.56,7.32,490.323,39.101,23.642,1,3,1,3,2,3,Polluted
4.312,6.615,19.92,1073.118,39.101,23.936,2,3,1,4,2,3,Polluted
4.423,6.478,47.234,1597.849,25.416,23.349,2,2,2,1,2,3,Polluted
3.945,6.533,74.498,1597.849,25.416,24.327,1,3,2,1,2,3,Polluted
3.696,6.478,101.763,277.419,25.416,24.62,1,2,2,3,2,3,Polluted
4.308,6.615,128.873,296.774,25.416,24.424,2,3,2,3,2,3,Polluted
3.997,6.67,156.064,1572.043,39.101,24.718,1,3,2,1,2,3,Polluted
3.524,6.478,183.231,1238.71,25.416,25.011,1,2,2,4,2,3,Polluted
3.991,6.478,210.373,273.118,17.595,23.936,1,2,2,3,2,3,Polluted
3.54,6.478,237.597,1584.946,35.191,24.327,1,2,2,1,2,3,Polluted
3.8,6.588,264.748,1587.097,43.011,24.718,1,3,2,1,2,3,Polluted
4.049,6.533,291.955,1578.495,39.101,24.522,2,3,2,1,2,3,Polluted
3.426,6.45,319.171,1584.946,25.416,25.206,1,2,3,1,2,3,Polluted
3.851,6.478,346.346,258.065,25.416,24.522,1,2,3,3,2,3,Polluted
3.748,6.56,373.496,1593.548,29.326,24.913,1,3,3,1,2,3,Polluted
3.77,6.45,400.72,264.516,33.236,23.936,1,2,3,3,2,3,Polluted
3.893,6.533,105.968,320.43,39.101,24.424,1,3,2,3,2,3,Polluted
4.049,6.533,78.785,262.366,35.191,24.131,2,3,2,3,2,3,Polluted
3.893,6.78,51.642,868.817,29.326,24.424,1,3,2,4,2,3,Polluted
4.423,6.478,24.451,1608.602,37.146,23.74,2,2,1,1,2,3,Polluted
4.533,6.588,2.7,331.183,25.416,23.74,2,3,1,3,2,3,Polluted
3.893,6.533,29.866,1606.452,37.146,24.033,1,3,2,1,2,3,Polluted
3.56,6.78,57.009,288.172,37.146,23.936,1,3,2,3,2,3,Polluted
3.284,6.45,84.111,286.022,39.101,23.936,1,2,2,3,2,3,Polluted
3.394,6.56,111.212,286.022,39.101,23.74,1,3,2,3,2,3,Polluted
3.936,6.533,138.403,1563.441,25.416,23.447,1,3,2,1,2,3,Polluted
3.696,6.725,165.587,372.043,41.056,24.033,1,3,2,3,2,3,Polluted
4.049,6.533,192.753,1430.107,37.146,24.229,2,3,2,4,2,3,Polluted
3.945,6.588,219.969,277.419,29.326,24.327,1,3,2,3,2,3,Polluted
3.851,6.78,247.087,1576.344,35.191,24.033,1,3,2,1,2,3,Polluted
3.696,6.533,274.311,1569.892,39.101,24.718,1,3,2,1,2,3,Polluted
3.748,6.478,301.518,1584.946,25.416,24.62,1,2,3,1,2,3,Polluted
3.644,6.533,328.702,1576.344,29.326,24.718,1,3,3,1,2,3,Polluted
3.893,6.478,355.909,1344.086,43.011,24.522,1,2,3,4,2,3,Polluted
4.102,6.478,383.027,1582.796,37.146,23.936,2,2,3,1,2,3,Polluted
3.696,6.725,123.661,1460.215,29.326,24.229,1,3,2,4,2,3,Polluted
3.936,6.533,96.47,337.634,39.101,23.642,1,3,2,3,2,3,Polluted
4.199,6.533,69.295,277.419,41.056,22.958,2,3,2,3,2,3,Polluted
4.258,6.478,41.981,288.172,35.191,22.86,2,2,2,3,2,3,Polluted
4.6,6.533,14.879,288.172,29.326,22.372,2,3,1,3,2,3,Polluted
3.826,6.478,12.271,292.473,25.416,23.251,1,2,1,3,2,3,Polluted
3.284,6.478,39.544,292.473,25.416,23.74,1,2,2,3,2,3,Polluted
3.77,6.67,66.849,288.172,35.191,23.74,1,3,2,3,2,3,Polluted
3.991,6.533,94.146,292.473,29.326,23.936,1,3,2,3,2,3,Polluted
4.049,6.533,121.395,1572.043,39.101,24.522,2,3,2,1,2,3,Polluted
4.312,6.78,148.488,286.022,39.101,23.74,2,3,2,3,2,3,Polluted
3.748,6.478,175.59,326.882,37.146,24.327,1,2,2,3,2,3,Polluted
3.644,6.478,202.854,283.871,39.101,24.62,1,2,2,3,2,3,Polluted
3.644,6.78,229.972,286.022,39.101,24.718,1,3,2,3,2,3,Polluted
3.291,6.533,257.172,268.817,29.326,24.718,1,3,2,3,2,3,Polluted
3.748,6.533,284.306,550.538,29.326,24.522,1,3,2,4,2,3,Polluted
3.488,6.67,311.497,1511.828,39.101,24.522,1,3,3,1,2,3,Polluted
3.488,6.478,338.721,279.57,37.146,24.522,1,2,3,3,2,3,Polluted
4.102,6.533,365.872,1584.946,29.326,23.838,2,3,3,1,2,3,Polluted
3.187,6.533,393.087,1107.527,29.326,24.229,1,3,3,4,2,3,Polluted
3.488,6.78,113.568,275.269,39.101,24.229,1,3,2,3,2,3,Polluted
3.893,6.478,86.32,1565.591,39.101,24.131,1,2,2,1,2,3,Polluted
4.256,6.78,59.104,789.247,35.191,24.033,2,3,2,4,2,3,Polluted
3.488,6.478,32.01,262.366,25.416,24.327,1,2,2,3,2,3,Polluted
3.8,6.478,4.835,1597.849,25.416,24.229,1,2,1,1,2,3,Polluted
4.153,6.478,22.364,292.473,25.416,24.327,2,2,1,3,2,3,Polluted
4.402,6.533,49.563,1587.097,39.101,24.033,2,3,2,1,2,3,Polluted
4.202,6.478,76.828,1580.645,25.416,23.154,2,2,2,1,2,3,Polluted
4.199,6.533,104.044,288.172,35.191,22.763,2,3,2,3,2,3,Polluted
4.482,6.533,131.202,1587.097,43.011,22.274,2,3,2,1,2,3,Polluted
3.963,6.478,158.353,260.215,29.326,22.958,1,2,2,3,2,3,Polluted
4.423,6.533,185.52,1569.892,39.101,22.86,2,3,2,1,2,3,Polluted
4.202,6.533,212.703,1597.849,25.416,23.545,2,3,2,1,2,3,Polluted
3.893,6.533,239.886,296.774,25.416,24.033,1,3,2,3,2,3,Polluted
4.533,6.478,266.971,286.022,41.056,23.838,2,2,2,3,2,3,Polluted
3.893,6.615,294.024,286.022,39.101,24.424,1,3,2,3,2,3,Polluted
3.644,6.478,321.004,1600,43.011,24.62,1,2,3,1,2,3,Polluted
4.049,6.78,348.219,1404.301,29.326,24.033,2,3,3,4,2,3,Unpolluted
4.558,6.533,375.297,286.022,39.101,24.718,2,3,3,3,2,3,Unpolluted
4.153,6.478,402.423,1584.946,29.326,24.131,2,2,3,1,2,3,Polluted
3.187,6.533,104.282,296.774,46.921,24.424,1,3,2,3,2,3,Polluted
3.893,6.478,77.066,1578.495,41.056,24.424,1,2,2,1,2,3,Polluted
3.748,6.533,49.883,277.419,25.416,24.229,1,3,2,3,2,3,Polluted
4.101,6.533,22.643,1587.097,39.101,24.229,2,3,1,1,2,3,Polluted
3.881,6.533,4.484,434.409,25.416,23.447,1,3,1,3,2,3,Polluted
4.533,6.533,31.74,1597.849,25.416,23.251,2,3,2,1,2,3,Polluted
4.317,6.533,58.866,382.796,29.326,22.86,2,3,2,3,2,3,Polluted
4.146,6.753,86.041,761.29,29.326,23.251,2,3,2,4,2,3,Polluted
4.146,6.478,113.135,255.914,41.056,23.642,2,2,2,3,2,3,Polluted
4.423,6.56,140.326,266.667,37.146,23.154,2,3,2,3,2,3,Polluted
3.696,6.78,167.493,283.871,43.011,24.229,1,3,2,3,2,3,Polluted
4.256,6.725,194.603,288.172,37.146,24.424,2,3,2,3,2,3,Polluted
4.35,6.533,221.672,270.968,29.326,24.131,2,3,2,3,2,3,Polluted
3.8,6.643,248.749,1533.333,46.921,24.62,1,3,2,1,2,3,Polluted
3.748,6.78,275.867,296.774,46.921,24.424,1,3,2,3,2,3,Polluted
3.851,6.478,303.034,1587.097,37.146,24.424,1,2,3,1,2,3,Polluted
3.893,6.56,330.209,1572.043,39.101,24.815,1,3,3,1,2,3,Polluted
4.049,6.533,357.375,1595.699,41.056,24.327,2,3,3,1,2,3,Polluted
3.893,6.45,384.518,277.419,41.056,24.815,1,2,3,3,2,3,Polluted
3.696,6.533,122.146,1602.151,29.326,24.033,1,3,2,1,2,3,Polluted
4.589,6.478,95.003,296.774,27.371,23.349,2,2,2,3,2,3,Polluted
4.308,6.588,67.853,1576.344,25.416,24.033,2,3,2,1,2,3,Polluted
4.153,6.753,40.686,1602.151,43.011,24.424,2,3,2,1,2,3,Polluted
3.997,6.478,13.413,1582.796,39.101,24.131,1,2,1,1,2,3,Polluted
3.997,6.67,13.737,277.419,41.056,24.718,1,3,1,3,2,3,Polluted
4.256,6.78,40.937,1589.247,37.146,24.131,2,3,2,1,2,3,Polluted
4.101,6.67,68.063,354.839,41.056,24.718,2,3,2,3,2,3,Polluted
4.205,6.478,95.287,877.419,17.595,24.718,2,2,2,4,2,3,Polluted
4.533,6.478,122.445,1576.344,46.921,23.838,2,2,2,1,2,3,Polluted
3.945,6.78,149.604,277.419,33.236,24.327,1,3,2,3,2,3,Polluted
4.257,6.533,176.795,1043.011,25.416,23.838,2,3,2,4,2,3,Polluted
4.367,6.533,204.068,286.022,41.056,23.642,2,3,2,3,2,3,Polluted
4.047,6.478,231.056,288.172,46.921,23.251,2,2,2,3,2,3,Polluted
4.199,6.478,258.271,283.871,43.011,22.763,2,2,2,3,2,3,Polluted
4.199,6.588,285.455,286.022,41.056,22.469,2,3,2,3,2,3,Polluted
4.6,6.533,312.613,1589.247,39.101,22.176,2,3,3,1,2,3,Polluted
4.258,6.725,339.78,1187.097,37.146,22.763,2,3,3,4,2,3,Unpolluted
4.257,6.725,367.045,1569.892,39.101,23.447,2,3,3,1,2,3,Polluted
3.936,6.478,394.244,296.774,46.921,23.838,1,2,3,3,2,3,Polluted
3.748,6.533,112.428,301.075,35.191,24.522,1,3,2,3,2,3,Polluted
3.77,6.478,85.147,1578.495,25.416,23.545,1,2,2,1,2,3,Polluted
3.187,6.698,58.126,292.473,25.416,24.424,1,3,2,3,2,3,Polluted
4.533,6.753,30.919,1606.452,43.011,23.936,2,3,2,1,2,3,Polluted
4.047,6.478,3.882,421.505,39.101,23.838,2,2,1,3,2,3,Polluted
3.505,6.533,23.382,1587.097,43.011,23.838,1,3,1,1,2,3,Polluted
3.826,6.56,50.647,1587.097,39.101,23.447,1,3,2,1,2,3,Polluted
3.991,6.533,77.936,1576.344,25.416,23.154,1,3,2,1,2,3,Polluted
4.047,6.78,105.127,288.172,35.191,23.545,2,3,2,3,2,3,Polluted
4.047,6.615,132.245,266.667,39.101,23.74,2,3,2,3,2,3,Polluted
4.102,6.533,159.493,686.022,29.326,23.642,2,3,2,4,2,3,Polluted
3.991,6.533,186.587,286.022,41.056,23.936,1,3,2,3,2,3,Polluted
3.991,6.478,213.591,989.247,43.011,23.936,1,2,2,4,2,3,Polluted
3.644,6.505,240.66,292.473,43.011,24.62,1,3,2,3,2,3,Polluted
4.35,6.533,267.762,709.677,25.416,24.131,2,3,2,4,2,3,Polluted
4.049,6.588,294.969,1574.193,25.416,24.327,2,3,2,1,2,3,Polluted
4.256,6.67,322.177,486.022,35.191,24.913,2,3,3,3,2,3,Unpolluted
4.423,6.533,349.319,1580.645,37.146,23.545,2,3,3,1,2,3,Polluted
